iter	R2	RMSE
809	0.894228964	15164183.25
810	0.8942783347	15160643.74
811	0.8943249933	15157297.92
812	0.8943592088	15154843.9
813	0.8943832637	15153118.39
814	0.8944187507	15150572.47
815	0.8944742891	15146587.15
816	0.8945546897	15140815.92
817	0.8945920976	15138130
818	0.8946755427	15132136.83
819	0.8946945434	15130771.84
820	0.8947512678	15126696.08
821	0.8948009406	15123126.09
822	0.8948404311	15120287.3
823	0.8948812895	15117349.62
824	0.8949056509	15115597.79
825	0.8949331379	15113620.94
826	0.8950152928	15107710.9
827	0.8950400621	15105928.59
828	0.8950810042	15102982.09
829	0.8951094307	15100935.97
830	0.8951618318	15097163.44
831	0.8952347696	15091910.85
832	0.8952690083	15089444.52
833	0.8953033542	15086970.07
834	0.895336312	15084595.25
835	0.8953532151	15083377.13
836	0.8954199125	15078569.61
837	0.8954491299	15076463.15
838	0.8954726424	15074767.78
839	0.8955280967	15070768.48
840	0.8955690069	15067817.41
841	0.8956751928	15060154.95
842	0.8957163456	15057184.28
843	0.8958000717	15051138.6
844	0.8958316258	15048859.51
845	0.8958569216	15047032.2
846	0.8958993978	15043963.32
847	0.8959198906	15042482.5
848	0.8959770498	15038351.38
849	0.8960395521	15033832.8
850	0.8960652828	15031972.21
851	0.8961156348	15028330.59
852	0.8962507622	15018553.37
853	0.8962921053	15015560.7
854	0.8963307225	15012764.8
855	0.8963840443	15008903.43
856	0.8964032326	15007513.64
857	0.8964268011	15005806.42
858	0.8964774814	15002134.66
859	0.8965704466	14995397.05
860	0.8966093644	14992575.6
861	0.8966371179	14990563.21
862	0.8966753124	14987793.31
863	0.8966982537	14986129.34
864	0.8967265518	14984076.57
865	0.8967534312	14982126.46
866	0.8968063619	14978285.58
867	0.8968708346	14973605.83
868	0.8968938294	14971936.39
869	0.8969562833	14967401.28
870	0.8969982706	14964351.58
871	0.8970481104	14960730.71
872	0.8971133928	14955986.61
873	0.8971446709	14953713.09
874	0.8971697335	14951891.11
875	0.8972544205	14945732.94
876	0.8973073582	14941882.19
877	0.8973286913	14940330.12
878	0.8973452521	14939125.14
879	0.8973674352	14937510.93
880	0.8973943377	14935553.05
881	0.8974283828	14933074.99
882	0.8974560226	14931062.87
883	0.8974757259	14929628.34
884	0.8975099814	14927133.97
885	0.8975725622	14922576
886	0.8976145184	14919519.4
887	0.8976506009	14916890.22
888	0.8976811405	14914664.56
889	0.897731866	14910967.05
890	0.897760357	14908889.88
891	0.8977887023	14906823.04
892	0.8978025619	14905812.34
893	0.8978331796	14903579.33
894	0.8978765974	14900412.21
895	0.8978892808	14899486.89
896	0.8979265656	14896766.43
897	0.8979932301	14891901.07
898	0.8980328279	14889010.37
899	0.8980576362	14887199.03
900	0.8980957572	14884415.26
901	0.8981372484	14881384.79
902	0.8982047884	14876450.43
903	0.898245412	14873481.75
904	0.8982653665	14872023.3
905	0.8982951549	14869845.84
906	0.8983206984	14867978.42
907	0.8983533159	14865593.49
908	0.8983868509	14863141.08
909	0.8984349877	14859620.14
910	0.898482374	14856153.27
911	0.8985049086	14854504.32
912	0.8985955712	14847868.28
913	0.8986416315	14844495.78
914	0.8986703998	14842388.99
915	0.8986827085	14841487.49
916	0.8986899911	14840954.09
917	0.898736711	14837531.68
918	0.8987549352	14836196.48
919	0.8987807065	14834308.13
920	0.898828497	14830805.72
921	0.898846692	14829472.05
922	0.8988966952	14825806.26
923	0.8989090257	14824902.16
924	0.898955448	14821497.88
925	0.8989751424	14820053.4
926	0.8990189785	14816837.73
927	0.8990591304	14813891.71
928	0.8990803349	14812335.66
929	0.899133602	14808426.05
930	0.8991434406	14807703.82
931	0.899216447	14802343.47
932	0.8992521249	14799723.19
933	0.8992651702	14798764.98
934	0.8992941843	14796633.63
935	0.8993542362	14792221.28
936	0.8994044176	14788533.16
937	0.8994258536	14786957.42
938	0.8994718195	14783577.96
939	0.8995003239	14781481.89
940	0.8995299296	14779304.54
941	0.8995505499	14777787.82
942	0.8995978159	14774310.6
943	0.8996251187	14772301.64
944	0.8996685683	14769104.03
945	0.899722388	14765142.28
946	0.8997809884	14760827.42
947	0.8998051365	14759048.97
948	0.8998446556	14756138.04
949	0.8999123295	14751151.91
950	0.8999333108	14749605.7
951	0.8999809689	14746092.93
952	0.9000346975	14742131.71
953	0.900090365	14738026.43
954	0.9001654914	14732484.3
955	0.9001804064	14731383.77
956	0.9002190806	14728529.72
957	0.9002376919	14727156.06
958	0.9002808193	14723972.43
959	0.9003057917	14722128.67
960	0.90038249	14716464.46
961	0.9004436133	14711948.9
962	0.9004744318	14709671.62
963	0.9004908476	14708458.46
964	0.9005282943	14705690.7
965	0.900561884	14703207.57
966	0.9006002429	14700371.37
967	0.9006474565	14696879.71
968	0.9006610212	14695876.39
969	0.9006949958	14693363.13
970	0.9007062267	14692532.23
971	0.900730495	14690736.63
972	0.9007478114	14689455.26
973	0.9007580079	14688700.69
974	0.9007795538	14687106.11
975	0.9008033711	14685343.23
976	0.9008257458	14683686.93
977	0.9008440834	14682329.34
978	0.9008720297	14680260.15
979	0.9009017685	14678057.91
980	0.9009196886	14676730.72
981	0.9009396746	14675250.39
982	0.9009579053	14673899.94
983	0.9009819383	14672119.49
984	0.9010070694	14670257.45
985	0.9010303765	14668530.35
986	0.9010463108	14667349.48
987	0.901085899	14664415.21
988	0.9011020873	14663215.17
989	0.9011171531	14662098.25
990	0.9011344624	14660814.91
991	0.9011492257	14659720.24
992	0.9011768532	14657671.5
993	0.9011965489	14656210.77
994	0.901213255	14654971.65
995	0.9012474013	14652438.63
996	0.9012768569	14650253.23
997	0.901295565	14648865.06
998	0.9013110571	14647715.4
999	0.9013296304	14646336.99
1000	0.9014068317	14640606.1
1001	0.901420273	14639608.08
1002	0.9014337601	14638606.59
1003	0.9014512286	14637309.37
1004	0.9014967273	14633930.05
1005	0.9015062235	14633224.64
1006	0.9015659606	14628786.39
1007	0.9015943722	14626675.05
1008	0.9016060226	14625809.18
1009	0.9016239275	14624478.38
1010	0.9016481186	14622680.16
1011	0.9016637873	14621515.33
1012	0.9016935387	14619303.3
1013	0.9017061253	14618367.39
1014	0.9017314471	14616484.32
1015	0.9017615325	14614246.7
1016	0.9018001316	14611375.36
1017	0.9018181473	14610035
1018	0.9018530876	14607435.11
1019	0.9018710708	14606096.81
1020	0.9018984016	14604062.62
1021	0.9019208855	14602388.98
1022	0.9019364988	14601226.65
1023	0.9019573252	14599676.08
1024	0.9019874642	14597431.89
1025	0.9020118098	14595618.83
1026	0.9020345965	14593921.66
1027	0.9020871575	14590006.12
1028	0.902148657	14585423.38
1029	0.9021600211	14584576.41
1030	0.9021862429	14582621.89
1031	0.9022124349	14580669.33
1032	0.9022631817	14576885.53
1033	0.9022723609	14576201
1034	0.9022859624	14575186.63
1035	0.9023032424	14573897.81
1036	0.9023192807	14572701.51
1037	0.902338885	14571239.08
1038	0.902364738	14569310.29
1039	0.902391872	14567285.66
1040	0.9024058824	14566240.14
1041	0.9024164132	14565454.25
1042	0.9024405997	14563649.08
1043	0.9024734342	14561198.11
1044	0.902515116	14558086.13
1045	0.9025295054	14557011.65
1046	0.9025434611	14555969.49
1047	0.9025587894	14554824.74
1048	0.9026060882	14551291.79
1049	0.9026223498	14550076.95
1050	0.9026459734	14548311.93
1051	0.9026815724	14545651.78
1052	0.9027223527	14542603.86
1053	0.9027415342	14541170.01
1054	0.9027680053	14539191.02
1055	0.9028950754	14529687.46
1056	0.9029267098	14527320.55
1057	0.9029912305	14522491.89
1058	0.9030157326	14520657.76
1059	0.9030304497	14519555.98
1060	0.9030619832	14517194.98
1061	0.9030730162	14516368.83
1062	0.9030893163	14515148.17
1063	0.9031529701	14510380.4
1064	0.903181222	14508263.78
1065	0.9032143932	14505778.23
1066	0.9032472107	14503318.75
1067	0.9032549274	14502740.37
1068	0.9032798541	14500871.91
1069	0.9032906094	14500065.64
1070	0.9033383996	14496482.5
1071	0.9033818763	14493222
1072	0.903416396	14490632.69
1073	0.9034503953	14488081.98
1074	0.9034640179	14487059.85
1075	0.9034954541	14484700.86
1076	0.9035281186	14482249.29
1077	0.903559223	14479914.42
1078	0.9035739518	14478808.67
1079	0.9035997983	14476868.05
1080	0.9036261327	14474890.54
1081	0.9036640459	14472043.07
1082	0.9036984048	14469462.06
1083	0.9037299611	14467091.17
1084	0.903764071	14464528
1085	0.9037815339	14463215.57
1086	0.9038076303	14461254.08
1087	0.9038314429	14459464.02
1088	0.9038414284	14458713.31
1089	0.9038788244	14455901.54
1090	0.9038904642	14455026.25
1091	0.9038994055	14454353.84
1092	0.9039302839	14452031.46
1093	0.9039522348	14450380.3
1094	0.9039913428	14447438.1
1095	0.9040194031	14445326.68
1096	0.9040346174	14444181.74
1097	0.9040648454	14441906.69
1098	0.9041120367	14438354.21
1099	0.9041279847	14437153.47
1100	0.9041666717	14434240.28
1101	0.90419831	14431857.43
1102	0.9042260325	14429769.18
1103	0.9042323348	14429294.41
1104	0.9042426817	14428514.9
1105	0.9042853971	14425296.41
1106	0.9043311772	14421846.2
1107	0.904364708	14419318.64
1108	0.9043745397	14418577.43
1109	0.9043822261	14417997.94
1110	0.9044052096	14416265.02
1111	0.9044369756	14413869.56
1112	0.9044624213	14411950.44
1113	0.904490228	14409852.95
1114	0.9045120484	14408206.8
1115	0.9045239187	14407311.22
1116	0.9045843597	14402750.23
1117	0.9046068184	14401055.09
1118	0.9046304176	14399273.65
1119	0.9046682246	14396419.24
1120	0.9046813995	14395424.41
1121	0.9047077081	14393437.65
1122	0.9047172426	14392717.57
1123	0.9047265933	14392011.32
1124	0.9047474993	14390432.21
1125	0.9047638177	14389199.49
1126	0.9047828072	14387764.86
1127	0.9048163384	14385231.27
1128	0.9048395435	14383477.66
1129	0.9048702424	14381157.41
1130	0.9048906457	14379615.1
1131	0.9049138252	14377862.73
1132	0.9049434433	14375623.3
1133	0.9049912447	14372008.29
1134	0.9050351663	14368685.89
1135	0.9050584044	14366927.76
1136	0.9050752391	14365653.95
1137	0.9050870031	14364763.76
1138	0.9051183725	14362389.74
1139	0.9051733093	14358231.2
1140	0.9051883165	14357094.99
1141	0.9052067404	14355699.98
1142	0.9052199047	14354703.13
1143	0.9052304089	14353907.66
1144	0.9052824513	14349965.92
1145	0.9052922192	14349225.98
1146	0.905311661	14347753.08
1147	0.9053378767	14345766.76
1148	0.9053630844	14343856.55
1149	0.9054087492	14340395.49
1150	0.9054164418	14339812.37
1151	0.9054829648	14334768.71
1152	0.9055006582	14333426.93
1153	0.9055572581	14329133.82
1154	0.9055667171	14328416.22
1155	0.9056095849	14325163.67
1156	0.9056377975	14323022.67
1157	0.905660341	14321311.66
1158	0.9057113878	14317436.53
1159	0.9057195174	14316819.29
1160	0.9057343383	14315693.94
1161	0.9057796484	14312253.01
1162	0.9057952083	14311071.18
1163	0.9058519399	14306761.35
1164	0.905880987	14304554.18
1165	0.9058993006	14303162.42
1166	0.905922815	14301375.24
1167	0.9059337712	14300542.45
1168	0.9059691063	14297856.26
1169	0.9060076929	14294922.32
1170	0.9060248573	14293617.03
1171	0.906039988	14292466.29
1172	0.906050845	14291640.52
1173	0.9061044453	14287563.08
1174	0.9061225915	14286182.41
1175	0.9061880357	14281201.92
1176	0.9062279018	14278167.15
1177	0.9062553029	14276080.88
1178	0.9062667131	14275212.05
1179	0.9062895426	14273473.52
1180	0.906316305	14271435.22
1181	0.9063391909	14269691.93
1182	0.9063808816	14266515.69
1183	0.9064284925	14262887.54
1184	0.9064558397	14260803.15
1185	0.9064791786	14259024.04
1186	0.9064966126	14257694.9
1187	0.9065223728	14255730.77
1188	0.9065448479	14254016.89
1189	0.9065669876	14252328.39
1190	0.9066032181	14249564.81
1191	0.9066329665	14247295.27
1192	0.9066442827	14246431.85
1193	0.9066672231	14244681.35
1194	0.9066921059	14242782.38
1195	0.906724622	14240300.49
1196	0.9067363508	14239405.14
1197	0.9067614293	14237490.54
1198	0.9067731228	14236597.71
1199	0.906800945	14234473.21
1200	0.9068214591	14232906.54
1201	0.906856193	14230253.51
1202	0.9068985861	14227014.8
1203	0.9069140395	14225834.01
1204	0.9069335887	14224340.13
1205	0.9069855925	14220365.42
1206	0.9069933528	14219772.21
1207	0.9070195991	14217765.66
1208	0.9070394798	14216245.59
1209	0.9070798069	14213161.69
1210	0.9070976003	14211800.77
1211	0.9071455443	14208133.18
1212	0.9071651096	14206636.2
1213	0.9072040002	14203660.15
1214	0.9072235022	14202167.55
1215	0.9072504095	14200107.93
1216	0.9072793568	14197891.82
1217	0.9073000767	14196305.35
1218	0.907317664	14194958.6
1219	0.9073281934	14194152.26
1220	0.9073493395	14192532.74
1221	0.9073671869	14191165.71
1222	0.9073961609	14188946.16
1223	0.9074334326	14186090.44
1224	0.907451089	14184737.43
1225	0.9074654059	14183640.24
1226	0.9074916741	14181626.91
1227	0.907507234	14180434.18
1228	0.9075299559	14178692.28
1229	0.9075578645	14176552.46
1230	0.9075676695	14175800.62
1231	0.9076193244	14171839.06
1232	0.9076357115	14170582.06
1233	0.9076501307	14169475.92
1234	0.9076702535	14167932.09
1235	0.907694895	14166041.35
1236	0.9077342832	14163018.58
1237	0.9077549953	14161428.81
1238	0.9077721313	14160113.39
1239	0.9077797242	14159530.5
1240	0.90780019	14157959.25
1241	0.9078189018	14156522.5
1242	0.9078331817	14155425.96
1243	0.9078676906	14152775.69
1244	0.9078849336	14151451.24
1245	0.9079252353	14148355.17
1246	0.9079374017	14147420.39
1247	0.9079854647	14143726.94
1248	0.9080073826	14142042.32
1249	0.9080266346	14140562.44
1250	0.908041403	14139427.1
1251	0.9080633611	14137738.88
1252	0.9080771757	14136676.65
1253	0.908112577	14133954.24
1254	0.908126562	14132878.62
1255	0.9081383826	14131969.41
1256	0.9081490131	14131151.69
1257	0.9081794199	14128812.48
1258	0.9082409973	14124074.09
1259	0.9082740593	14121529.32
1260	0.9083116335	14118636.68
1261	0.9083256198	14117559.8
1262	0.9083620527	14114754.25
1263	0.9083854564	14112951.73
1264	0.9084159042	14110606.33
1265	0.9084338108	14109226.81
1266	0.9084621667	14107041.99
1267	0.9084751016	14106045.24
1268	0.908496148	14104423.29
1269	0.9085309734	14101739.04
1270	0.9085462108	14100564.42
1271	0.9085597928	14099517.32
1272	0.9085801079	14097951.01
1273	0.9085933785	14096927.73
1274	0.908610978	14095570.55
1275	0.9086308744	14094036.09
1276	0.9086832553	14089995.53
1277	0.9086917472	14089340.38
1278	0.9087362371	14085907.45
1279	0.9087721714	14083134.07
1280	0.9087870284	14081987.26
1281	0.9088017869	14080847.97
1282	0.9088140157	14079903.88
1283	0.9088287132	14078769.12
1284	0.9088416689	14077768.77
1285	0.908874538	14075230.52
1286	0.9088945115	14073687.88
1287	0.9089193527	14071769.06
1288	0.9089329669	14070717.33
1289	0.9089571824	14068846.45
1290	0.9089845568	14066731.21
1291	0.909012695	14064556.61
1292	0.9090256705	14063553.72
1293	0.9090564316	14061175.87
1294	0.909078465	14059472.43
1295	0.9091011453	14057718.75
1296	0.9091252925	14055851.42
1297	0.9091487911	14054034
1298	0.9091710615	14052311.36
1299	0.9091968423	14050316.92
1300	0.9092206684	14048473.45
1301	0.9092419949	14046823.17
1302	0.9092672625	14044867.68
1303	0.9092773316	14044088.34
1304	0.90930164	14042206.71
1305	0.9093346555	14039650.7
1306	0.909354683	14038099.97
1307	0.9093852975	14035729.16
1308	0.9093971513	14034811.09
1309	0.9094102865	14033793.7
1310	0.9094285391	14032379.81
1311	0.9094415302	14031373.41
1312	0.9095107729	14026008.06
1313	0.9095193909	14025340.14
1314	0.9095373177	14023950.67
1315	0.9095482823	14023100.75
1316	0.909565667	14021753.07
1317	0.9095728505	14021196.16
1318	0.9095953863	14019448.91
1319	0.9096103433	14018289.13
1320	0.9096260173	14017073.66
1321	0.9096459821	14015525.3
1322	0.9096529308	14014986.36
1323	0.9096738545	14013363.37
1324	0.9096912531	14012013.69
1325	0.9097184863	14009900.82
1326	0.9097378957	14008394.76
1327	0.909750964	14007380.64
1328	0.9097708966	14005833.71
1329	0.9097922633	14004175.28
1330	0.9098381612	14000612.15
1331	0.9098607515	13998858.1
1332	0.9098724569	13997949.13
1333	0.9098905906	13996540.87
1334	0.9099037106	13995521.87
1335	0.9099100888	13995026.47
1336	0.9099334288	13993213.48
1337	0.90997352	13990098.74
1338	0.9099906111	13988770.7
1339	0.91000441	13987698.39
1340	0.9100285167	13985824.85
1341	0.9100360665	13985238.03
1342	0.9100533987	13983890.79
1343	0.9100620046	13983221.8
1344	0.9100706649	13982548.55
1345	0.9100894705	13981086.5
1346	0.9101025901	13980066.4
1347	0.9101121826	13979320.51
1348	0.9101248981	13978331.73
1349	0.910128998	13978012.89
1350	0.9101457283	13976711.77
1351	0.9101606166	13975553.79
1352	0.9101771468	13974268
1353	0.9101952719	13972858.02
1354	0.9102201825	13970919.94
1355	0.9102359403	13969693.83
1356	0.9102522665	13968423.37
1357	0.9102738874	13966740.72
1358	0.910297337	13964915.52
1359	0.9103095052	13963968.32
1360	0.910321201	13963057.82
1361	0.9103471017	13961041.3
1362	0.9103686353	13959364.55
1363	0.9103817604	13958342.45
1364	0.9103883345	13957830.48
1365	0.9104030214	13956686.62
1366	0.9104311215	13954497.85
1367	0.9104407354	13953748.92
1368	0.9104846589	13950326.76
1369	0.9104932425	13949657.89
1370	0.9105095778	13948384.91
1371	0.9105237711	13947278.75
1372	0.910537464	13946211.51
1373	0.9105625241	13944258.07
1374	0.9105717779	13943536.67
1375	0.9105892238	13942176.53
1376	0.9106106342	13940507.12
1377	0.9106529917	13937203.85
1378	0.9106732214	13935625.96
1379	0.9106907281	13934260.3
1380	0.9107057436	13933088.87
1381	0.9107170234	13932208.82
1382	0.9107241077	13931656.07
1383	0.910730088	13931189.45
1384	0.9107541036	13929315.42
1385	0.9107646202	13928494.69
1386	0.9107745718	13927718.01
1387	0.9108015107	13925615.33
1388	0.910811067	13924869.34
1389	0.9108266055	13923656.3
1390	0.9108356358	13922951.28
1391	0.9108581558	13921192.92
1392	0.9108861696	13919005.31
1393	0.910908683	13917246.97
1394	0.9109419405	13914649.1
1395	0.9109493546	13914069.89
1396	0.91096527	13912826.46
1397	0.9109799162	13911682.08
1398	0.910990276	13910872.56
1399	0.9110045383	13909758.02
1400	0.9110570694	13905652.18
1401	0.9110616637	13905293.03
1402	0.9110889329	13903161.13
1403	0.9111037562	13902002.11
1404	0.9111175343	13900924.73
1405	0.9111410985	13899081.93
1406	0.911155382	13897964.79
1407	0.9111646212	13897242.12
1408	0.9111749962	13896430.58
1409	0.9112301546	13892115.21
1410	0.9112385374	13891459.27
1411	0.9112507318	13890505
1412	0.9112792741	13888271.18
1413	0.911292251	13887255.45
1414	0.9113113937	13885756.97
1415	0.911325727	13884634.86
1416	0.9113474555	13882933.63
1417	0.9113625362	13881752.77
1418	0.9113920488	13879441.55
1419	0.911413266	13877779.73
1420	0.9114320336	13876309.61
1421	0.9114494766	13874943.11
1422	0.9114575201	13874312.93
1423	0.9114744027	13872990.14
1424	0.9114814432	13872438.47
1425	0.9115076452	13870385.15
1426	0.9115142303	13869869.07
1427	0.9115250786	13869018.82
1428	0.9115411656	13867757.89
1429	0.9115611667	13866190.01
1430	0.9115673536	13865704.98
1431	0.9115721135	13865331.82
1432	0.9116000687	13863139.99
1433	0.9116255669	13861140.49
1434	0.9116470336	13859456.91
1435	0.9116607307	13858382.57
1436	0.9116664234	13857936.03
1437	0.9116745455	13857298.92
1438	0.9116880501	13856239.51
1439	0.9117020869	13855138.28
1440	0.911715745	13854066.66
1441	0.9117232267	13853479.62
1442	0.9117469633	13851616.97
1443	0.9117592331	13850654.05
1444	0.9117789756	13849104.52
1445	0.9118000108	13847453.35
1446	0.9118216076	13845757.89
1447	0.9118476721	13843711.42
1448	0.9118701368	13841947.34
1449	0.9119040668	13839282.51
1450	0.9119230686	13837789.9
1451	0.9119356458	13836801.86
1452	0.9119429678	13836226.63
1453	0.9119727286	13833888.3
1454	0.911978641	13833423.72
1455	0.9120010138	13831665.55
1456	0.9120096171	13830989.4
1457	0.9120227998	13829953.29
1458	0.912030937	13829313.69
1459	0.9120367771	13828854.63
1460	0.9120424598	13828407.93
1461	0.9120491381	13827882.95
1462	0.9120608368	13826963.27
1463	0.9120684532	13826364.48
1464	0.9120746113	13825880.32
1465	0.9121073081	13823309.37
1466	0.9121234642	13822038.84
1467	0.9121467323	13820208.8
1468	0.9121657347	13818714.08
1469	0.9121796133	13817622.31
1470	0.9121886396	13816912.19
1471	0.9122031229	13815772.69
1472	0.9122081717	13815375.44
1473	0.9122305987	13813610.71
1474	0.9122432447	13812615.53
1475	0.9122545494	13811725.84
1476	0.912264404	13810950.23
1477	0.9122778448	13809892.29
1478	0.9122825093	13809525.13
1479	0.9122894008	13808982.65
1480	0.9122952257	13808524.11
1481	0.9123029559	13807915.56
1482	0.912322342	13806389.3
1483	0.9123491225	13804280.61
1484	0.9123641249	13803099.18
1485	0.9123774747	13802047.82
1486	0.9123860652	13801371.22
1487	0.9123931836	13800810.55
1488	0.9124111466	13799395.61
1489	0.9124302401	13797891.46
1490	0.9124556372	13795890.47
1491	0.9124809644	13793894.7
1492	0.9124907052	13793127.06
1493	0.912509356	13791657.12
1494	0.9125272162	13790249.34
1495	0.9125570404	13787898.22
1496	0.912589503	13785338.65
1497	0.9126034716	13784237.13
1498	0.9126218637	13782786.65
1499	0.9126322958	13781963.86
1500	0.9126434441	13781084.53
1501	0.9126711251	13778900.92
1502	0.9126901362	13777401.03
1503	0.9127076271	13776020.95
1504	0.9127286984	13774358.17
1505	0.9127389135	13773552
1506	0.9127519886	13772520.05
1507	0.9127708605	13771030.46
1508	0.9127784628	13770430.36
1509	0.9127979964	13768888.3
1510	0.912824747	13766776.22
1511	0.9128440038	13765255.61
1512	0.9128622491	13763814.72
1513	0.9128768967	13762657.85
1514	0.9128900841	13761616.21
1515	0.9129028412	13760608.5
1516	0.9129087295	13760143.34
1517	0.9129201772	13759238.96
1518	0.9129346865	13758092.62
1519	0.9129624543	13755898.5
1520	0.9129706335	13755252.15
1521	0.9130131862	13751888.95
1522	0.9130373086	13749982.04
1523	0.9130597982	13748203.97
1524	0.9130835879	13746322.86
1525	0.9131015453	13744902.75
1526	0.9131128224	13744010.87
1527	0.9131347805	13742274.07
1528	0.9131704474	13739452.48
1529	0.9131856912	13738246.38
1530	0.9132025902	13736909.19
1531	0.9132269261	13734983.31
1532	0.9132456455	13733501.71
1533	0.9132521853	13732984.07
1534	0.9132594066	13732412.46
1535	0.913269975	13731575.86
1536	0.9132746363	13731206.86
1537	0.9132994892	13729239.24
1538	0.9133285393	13726938.97
1539	0.9133548295	13724856.9
1540	0.9133778274	13723035.31
1541	0.9133898747	13722080.99
1542	0.9134116354	13720357.05
1543	0.9134342453	13718565.61
1544	0.9134468671	13717565.45
1545	0.9134596211	13716554.74
1546	0.9134810595	13714855.66
1547	0.9135049167	13712964.62
1548	0.9135264558	13711257.1
1549	0.9135378611	13710352.86
1550	0.9135578076	13708771.3
1551	0.9135804605	13706974.94
1552	0.9136182414	13703978.4
1553	0.9136314036	13702934.31
1554	0.9136421941	13702078.29
1555	0.9136576896	13700848.92
1556	0.9136747122	13699498.28
1557	0.9136901473	13698273.48
1558	0.9137070608	13696931.24
1559	0.9137175249	13696100.75
1560	0.9137463293	13693814.42
1561	0.9137649572	13692335.64
1562	0.9137776488	13691328.02
1563	0.9137879583	13690509.47
1564	0.9138009571	13689477.32
1565	0.9138156874	13688307.6
1566	0.9138349565	13686777.29
1567	0.913841794	13686234.24
1568	0.913866354	13684283.42
1569	0.9138934841	13682128.13
1570	0.9139054646	13681176.26
1571	0.9139242706	13679681.96
1572	0.9139348871	13678838.32
1573	0.9139516243	13677508.18
1574	0.9139829895	13675015.18
1575	0.9140056123	13673216.78
1576	0.9140197577	13672092.15
1577	0.9140269461	13671520.61
1578	0.9140358661	13670811.37
1579	0.9140423865	13670292.88
1580	0.9140633293	13668627.47
1581	0.9140907848	13666443.83
1582	0.9141004407	13665675.78
1583	0.9141175961	13664311.09
1584	0.9141288395	13663416.62
1585	0.9141415068	13662408.8
1586	0.9141623399	13660751.15
1587	0.9141904272	13658515.97
1588	0.9142146281	13656589.77
1589	0.9142232447	13655903.9
1590	0.9142373475	13654781.25
1591	0.9142478609	13653944.28
1592	0.9142539315	13653460.96
1593	0.914271777	13652040.11
1594	0.9142889334	13650673.98
